,Gold,SectorEW,FMTS,OTP2.0
2012-03-31,-0.0019510253971893876,0.02463749244318514,0.02875763148754773,0.03303798856635187
2012-04-30,0.0010353542840091379,0.001125325810961808,0.022157348565313706,-0.028340756912105025
2012-05-31,-0.02661355936794796,-0.06086939855938234,-0.0020756709977992616,-0.03173192629565824
2012-06-30,7.615827877516246e-05,0.033774185487441155,0.033894148080219066,0.012365372237635786
2012-07-31,8.091603768933808e-05,0.010860526809509441,0.022964863427483273,0.010496200290620816
2012-08-31,0.004563724570970207,0.015919282404299073,-0.021546666390896863,0.0055505574043033246
2012-09-30,0.037861583303824276,0.01593357167824716,0.012320413813138309,0.03632250722953945
2012-10-31,-0.010625611334975749,-0.028756443591942293,-0.015241027520827677,-0.024034625905869134
2012-11-30,-0.008914626762772548,0.01986024302513001,0.011358500543122929,0.0030941080911943697
2012-12-31,-0.008918707487885258,0.015510435382872334,-0.012531610611790978,-0.003707896970813418
2013-01-31,6.18834740302443e-05,0.07930066121324275,0.044932172843247686,0.03905897660504665
2013-02-28,7.456685627338366e-05,0.0066046139576907414,0.03230216830164423,0.010256826318050027
2013-03-31,-0.0038208236827667053,0.050542925229187574,0.04925558378869144,0.011854041336957222
2013-04-30,0.00811018014624132,0.023871321265517942,0.03636688616480632,-0.01424856204553071
2013-05-31,-0.002651419890961515,0.020469364107570387,-0.05060991509758783,0.03692598714352657
2013-06-30,4.0069913466611595e-05,-0.0023100071544404077,-0.00022739455396669772,-0.008699320975875002
2013-07-31,3.0947107319212463e-05,0.056530432773411965,0.061894732792357354,0.00830104450139979
2013-08-31,3.808715670938767e-05,-0.03743990526678442,-0.030459827991748623,-0.03462653487176781
2013-09-30,0.014306833877861136,0.04057364547290332,0.04841668646784636,0.026872993712168558
2013-10-31,4.1257842419817337e-05,0.04184617812809166,0.07006048268405762,0.028354431487138676
2013-11-30,-0.02480443892769768,0.03153566026105459,0.03346448143489855,0.015448194430078832
2013-12-31,5.55384553591054e-05,0.0232971521761971,0.03605068470002615,0.046407686605661524
2014-01-31,-0.019320300748785102,-0.026437893830107084,-0.05110036268157114,-0.016824829611879255
2014-02-28,0.058094100102934254,0.059963137053954174,0.04407640337211216,0.019540268760596557
2014-03-31,0.007823602432340815,-0.010795664598240995,0.003449803499921744,0.00862587998237907
2014-04-30,-0.007575051263552068,-0.007348255625669209,0.0006763196550807482,-0.008640419520509535
2014-05-31,-0.013244821103327142,0.026726745941995755,0.03186831181620553,0.022759117562794362
2014-06-30,2.9756852840456816e-05,0.0238496079537589,0.03125130677497223,0.015258463085870755
2014-07-31,2.3012844829306545e-05,-0.020683524156343558,-0.02166773443345238,-0.007925583759455734
2014-08-31,2.7376705168391524e-05,0.03741480067215819,0.03170015042495522,0.039934969094993056
2014-09-30,1.6664980415193043e-05,-0.01405106829951841,0.0007616504248881828,0.02010074923044769
2014-10-31,-0.0020573725792580877,0.024284590900698122,0.04209289414816442,-0.014673108738785356
2014-11-30,-0.013420020011840506,0.04015320803703015,0.029661747855195042,0.016391485269655615
2014-12-31,0.01035248899539809,0.00394398813561847,0.008370819911288407,0.008304172956224098
2015-01-31,0.038276280500987525,-0.00788503181935718,0.042531481226287804,-0.011765317858504765
2015-02-28,0.001688724155758159,0.035692181856846306,0.0011943256136750513,0.05390862491236481
2015-03-31,-0.006789131010491389,-0.0011606374971593336,-0.0030629225885910882,-0.008766889995679317
2015-04-30,-0.0002861379634168104,-0.008173412604174257,-0.04130660093898353,-0.012788433488949646
2015-05-31,0.0018714271362971768,0.023653433761739562,0.02779738366639184,0.06673017209515786
2015-06-30,1.3094193018758915e-05,-0.01658596544564339,-0.02083495332499674,-0.030814872790497883
2015-07-31,2.8168831486263812e-05,0.01943876483408391,0.047888345700418,-0.001965463071694429
2015-08-31,-0.001863243759991251,-0.06141544346707828,-0.05840515535488311,-0.025373973000388905
2015-09-30,2.0233718314388582e-05,-0.03157757960029295,0.013078155770752886,-0.0030495551859776038
2015-10-31,0.026665610125855332,0.06370873756514528,0.048855182996976776,0.015122593051960509
2015-11-30,-0.0038807724862109927,-0.014554411189948824,0.0057574074626822735,0.01470883829625036
2015-12-31,-0.0017387947629695644,-0.006624574980293341,-0.0007733207115353524,0.02124032189842917
2016-01-31,0.012200358880498419,-0.0687256418100094,-0.005584044516299125,-0.019828689127122212
2016-02-29,0.08034450492043099,0.01373021200048452,0.017235583864813497,-0.0022762712361760196
2016-03-31,-0.010957969680847057,0.06263117818661712,0.07114862977074088,0.03648705835001498
2016-04-30,0.04456328162043621,-0.01854010859673738,-0.02409951693458534,-0.020571653941921064
2016-05-31,-0.011919623424785919,0.026966625108336917,0.032284664708219335,0.022689024266052682
2016-06-30,0.037704245774458967,0.03747279247051183,0.05840742545662447,-0.01825276494103112
2016-07-31,0.026910231838201293,0.016828760417102018,-0.011467875851824183,0.015017453658221935
2016-08-31,-0.018839774722738123,-0.016487303311356505,0.00021094754577855035,0.03382141968783814
2016-09-30,-0.01977067826935186,-0.0005217666248994446,-0.0047383653748277466,-0.02428005288809787
2016-10-31,1.5425627784226847e-05,-0.004798402623908293,-0.05211315281330786,-0.002855554547050332
2016-11-30,0.00035837072320199503,0.06826998807916396,-0.013237381223679123,0.0179729566269069
2016-12-31,0.0004255881338688372,0.02555425115427168,0.0031120746854989,0.030315485926362795
2017-01-31,0.0012880935614441036,0.016391183934387987,0.019609012560230177,0.0480717115427407
2017-02-28,0.018241638141177186,0.015833492519490955,0.04713956250190754,0.04907366000812319
2017-03-31,-0.008346976293705843,-0.009806137376290991,-0.0004041975640463047,0.012633425043095725
2017-04-30,0.0018401222865038758,-0.012773490754556471,0.02490645867628083,0.00639382775682118
2017-05-31,-0.0019103865872323045,0.015227674973084415,0.04785465879582662,0.031453220105134294
2017-06-30,-0.004043915896904116,0.018902329832994447,-0.008395232061908287,-0.007102797184936005
2017-07-31,0.012633194119704871,0.018809612478954074,0.01665488182613184,0.019535590720607177
2017-08-31,0.03659741493873714,-0.0031739204797675002,0.011235341941264743,0.006791568625062805
2017-09-30,-0.02636373838259176,0.04282429868594528,-0.012922125939983209,-0.006577158888605772
2017-10-31,0.0009065741438836206,0.027203148213687633,0.020535338788351565,0.05423981507546416
2017-11-30,0.0010361311968354325,0.0314184152449295,0.038304005618632786,0.027442936277620955
2017-12-31,0.01885086812438086,0.013401788746167709,-0.02456243360748922,-0.03189964867599482
2018-01-31,0.004929273869461959,0.036207406733953285,0.06272813086836382,0.0077444621297322325
2018-02-28,0.0011885091597054753,-0.031615801029928,-0.055794647309043044,-0.03446596081436981
2018-03-31,0.0014276158569190844,-0.024154042224482364,-0.021630808808914548,-0.014881218906781513
2018-04-30,-0.009866000473149006,0.00325626684207303,-0.0020991782018929817,-0.005328241617465146
2018-05-31,0.002685109386413753,0.017066126691035022,0.02181788745985247,0.026856844617043185
2018-06-30,-0.008751062057252623,0.003949147355799543,-0.007123990419035442,-0.009240523340683593
2018-07-31,-0.009919442650129118,0.02303408550104269,0.005023770513240544,-0.003972456779395617
2018-08-31,0.0033634707629950356,0.013317627852022618,0.05427094189200643,-0.005115898957676723
2018-09-30,-0.0016014017567099748,0.0025234614889024787,0.005284850528661789,0.05068866200143862
2018-10-31,0.001981327008346856,-0.1015048510515073,-0.041741521539716664,-0.05594607266589369
2018-11-30,0.0018638425295978145,0.02795404722822825,0.041119175861494606,0.011171335384760672
2018-12-31,0.016054540809402384,-0.09494675034835254,-0.07705502963955668,0.0024568271233962324
2019-01-31,0.020809140836817397,0.1003968125899064,0.03348287555719298,0.02363742151917081
2019-02-28,-0.003935370513550529,0.029832416852464627,0.02625590958471702,0.009237232556303487
2019-03-31,-0.0045253857685013665,0.01535471841524827,0.029749061336508786,0.03756060228454006
2019-04-30,-0.0009241367649541754,0.006883812831532499,0.004593607401614186,0.03312831558920637
2019-05-31,0.0020753496255572212,-0.04927302674781231,-0.00793015395135932,-0.09277315001074637
2019-06-30,0.001743737016614233,0.05793957345410439,0.022980985720048475,0.04154469798374705
2019-07-31,0.0018545183714024915,0.0024143230206266075,0.013267907508597077,0.018572100677897163
2019-08-31,0.0017221023068330066,0.008777285767539889,0.05520496498906402,-0.03501010955692008
2019-09-30,-7.187358322724435e-06,0.02670990550598784,0.004951687219933998,-0.003970535836946176
2019-10-31,0.005531647440729426,-0.0006753960165991613,-0.004251112027580106,0.01922202422397845
2019-11-30,0.00310031844819858,0.020961799634445333,0.01159595204874675,0.0400179428896672
2019-12-31,0.005773712419183674,0.030960501358148873,0.004294535042765002,0.017917124609076795
2020-01-31,0.039843042589295274,0.01622888390023358,0.03228441854647213,-0.0001545159654822159
2020-02-29,0.012144822314559489,-0.09465667511065079,-0.07257209939793308,-0.034960257082409796
2020-03-31,0.005472439764695691,-0.09959958058196261,-0.05874734497161971,-0.030228801492546142
2020-04-30,0.0313984425292515,0.0921555607645772,0.009662736581513842,0.04094152566682152
2020-05-31,0.015576269974266532,0.04518743215085008,0.07029204244137555,0.01697249682888713
2020-06-30,0.03229890885911102,0.0030658974505746173,0.02473154362510943,0.014357788537377125
2020-07-31,0.09470164463364439,0.05754393355197629,0.05403058392532989,0.0040812072441347436
2020-08-31,0.03144876713039868,0.054188197134944716,0.03811113969194113,0.044530488718162564
2020-09-30,-0.0035035884556006147,-0.02051812991933999,-0.05393329822316595,0.008775944416296033
2020-10-31,8.36913282997731e-05,-0.01277845677648548,-0.037114575863010146,-0.006637986765475112
2020-11-30,6.862152083342288e-05,0.1327337118739802,0.02912549617734017,0.04067528578306301
2020-12-31,0.05294631946842876,0.04121630566601464,0.018105000206722233,0.03955566677128486
2021-01-31,0.012563944316289932,-0.010455310548192709,-0.02929497920594526,0.017145864753270068
2021-02-28,-0.027109520903579987,0.06868256807167095,-0.015242421279743956,0.023808131477334182
2021-03-31,2.8566560238862948e-05,0.05371024364001187,0.01741033715362894,0.004793762067482721
2021-04-30,-0.006672579570134229,0.048459651654683134,0.03555711851497634,0.0021178420568515044
2021-05-31,0.07650084730180606,0.03735009793587318,0.0265172738917705,0.008123375154672319
2021-06-30,-0.020275421367434543,-0.03543420080924797,-0.006303579179901764,0.006434228902712613
2021-07-31,0.011755789989491783,0.00663102697559137,0.07010092093638542,0.014881201227998408
2021-08-31,-0.014574527800659376,0.02263029840543407,0.04992304450943408,0.024825421595550123
2021-09-30,-0.010101912669607915,0.0121800858630563,-0.08156968083138916,-0.018071202340822157
2021-10-31,-0.00635160407706048,0.0759330888880505,0.030216361387755963,0.03045945804953698
2021-11-30,-0.0038442199071377914,-0.02952957113378707,-0.002683400004373837,-0.0013494711216878175
2021-12-31,0.006007799540865388,0.036571199787549746,0.08115437433141381,0.04964708939971385
2022-01-31,-0.007604948247326493,0.03067564210652929,-0.07774192929155943,-0.036596546212342984
2022-02-28,0.00023693662991708386,0.013638802335671052,0.0031593078548002307,-0.0010621776687720352
2022-03-31,0.016156639595767297,0.042542779318969215,0.03677126266817399,0.01756952856702898
2022-04-30,0.0006038026869783497,-0.03037733901931783,-0.04196327964910451,-0.03550758085731143
2022-05-31,0.000823607455138875,0.07771850461488272,-0.0143332674992106,0.01418413514472494
2022-06-30,0.0012729643603488494,-0.0909408681139906,-0.031095677152120915,-0.037313664077733066
2022-07-31,0.014390438200994504,0.06318880482972022,0.02127830981598411,0.025265619335927747
2022-08-31,-0.012713944012024192,0.011715156192568132,-0.013918059321851306,-0.01766565933194897
2022-09-30,0.0026459929884738997,-0.10200571934250247,-0.03759935907295309,-0.027844038982993813
2022-10-31,0.0030196500311046037,0.1250626642869872,0.05760577453180704,0.023201647496515765
2022-11-30,-0.0043600565055210705,0.04505051764179213,0.011400442877091077,0.043068648208730353
2022-12-31,0.029290314033022957,-0.028566110792758947,-0.02936952523012193,-0.0007487553031112482
2023-01-31,0.025520096637533074,0.006691654297860783,-0.00902422312314577,0.017531516857411278
2023-02-28,-0.03799396386694209,-0.047695892242372584,-0.03573888096063227,0.0008887591558592867
2023-03-31,0.031757159425561454,0.0006278916283348757,0.0014162646803019818,0.028261930843060723
2023-04-30,0.010716087143696207,-0.000945431276208275,0.014760743131725151,-0.0006389607713525036
2023-05-31,0.0009462013999594898,-0.05947292510985047,-0.031091500366402625,0.08827026829485485
2023-06-30,0.004404791112050166,0.08943041844868804,0.04943205113118476,0.03568955114100669
2023-07-31,0.00495779113895245,0.023643384927935607,-0.000594267857148667,0.03007325656729143
2023-08-31,0.004950007511621779,-0.031472587235031546,-0.01254967861530909,0.00533861048152362
2023-09-30,0.004300226394658324,-0.03855844954913157,-0.020809043482660106,-0.041712642352061624
2023-10-31,0.004554780549213655,-0.03667916572144403,0.0019684629450309465,0.0029533525888021384
2023-11-30,0.026633324607403086,0.07405568652992467,0.025907697611706526,0.03943068758887547
2023-12-31,0.01936504427872654,0.08418240373046015,0.020031978585566934,0.10882799211058503
2024-01-31,-0.006788208234537185,-0.010420123268589432,0.04887428827195106,0.025367324129618174
2024-02-29,-0.006261519286570594,0.0655918247438565,0.030426158948098525,0.04857773980521363
2024-03-31,0.0264306671255099,0.0319728909169843,0.0182673879220836,0.0191276674816645
2024-04-30,0.004638262997555653,-0.057788309841984686,-0.05493279520647798,-0.008477419287372556
2024-05-31,0.004647715461080004,0.029309756388710806,0.05074684385164563,0.012881756349901075
2024-06-30,-0.008199063583454014,0.010105041157652206,0.0021230620648824416,0.11708847731505156
2024-07-31,0.010261670381478849,0.04747686052490652,0.02555533824043832,-0.0028202336859923793
2024-08-31,0.031267061767422444,0.007803521048465489,0.05803384132147538,-0.003581531371098623
2024-09-30,0.057061531013681055,0.02082735793422552,0.021225400713936082,0.023444656923661045
2024-10-31,0.00699265649450953,-0.006343814675804693,-0.0008476712959228916,-0.010668242018126883
2024-11-30,0.003411067353198849,0.07181280219572428,0.07888834215651386,-0.005541739702388249
2024-12-31,0.0035874777619997467,-0.07697038893267394,-0.048659248419850365,0.2068677544961275
2025-01-31,0.003548947303585903,0.03984861682816421,0.0504738168200205,-0.006406325273175417
2025-02-28,-0.0006173998569818373,0.004717649345878261,0.07288777653788991,-0.05362398885273145
2025-03-31,0.08833447142449424,-0.03566843486773086,0.003466882083896783,-0.04613698190595472
2025-04-30,-0.04102477774768887,-0.020309916854711396,-0.0014290510008648782,0.04210521842747128
2025-05-31,-0.018962376652173596,0.0275123290937227,-0.009175970034703274,0.0692002778245071
2025-06-30,-0.02596358138453425,0.024337259012347623,-0.010162237051999368,0.06118462860617879
2025-07-31,-0.007230939066963926,0.021693620397211566,0.030863862356210747,0.044541538410937775
2025-08-31,0.05480991214510689,0.010259911544938216,-0.0016303357050869716,0.01629246413506924
2025-09-30,0.10567985226599852,0.03384510746104241,0.03128088679557872,0.058812834111866774
2025-10-31,0.09017237364372632,-0.012902168785336454,-0.044372782641412756,0.07414970581948799
2025-11-30,0.009057500754612091,0.0029870230423867383,0.03429249722607208,0.02976518890843516
2025-12-31,0.0031595846296068597,0.011844064738813165,-0.06714506137968779,-0.05014970118444173
2026-01-31,0.002861160704087151,0.019943309348855465,0.023243763260466288,-0.022385177240701104
2026-02-28,0.05716909970728379,0.05647424595643047,0.08889870443636783,-0.016587691686102524
2026-03-31,-0.03026104079968983,-0.010534185021585207,-0.05662719595351118,-0.015213031766197371
2026-04-30,-0.0023124798128917323,0.025717132133982412,0.058216472314757794,0.09609523733457381
2026-05-31,0.0028765171353759555,0.04074950048058601,-0.01439123513518148,0.03851285360541756
2026-06-30,0.00312163243843977,0.007409611905732527,0.038371737575000564,-0.07459165803297585
2026-07-31,0.0033176450752701037,0.002222967996536873,-0.014412950469011365,0.010160444635565868
2026-08-31,0.0003036866390520032,0.016758329732917687,-0.05398580998388236,0.037141868968031844
