label,cagr_pct,vol_pct,sharpe,sortino,max_dd_pct,worst_year_pct,best_year_pct,final
"Momentum (12-1, top3, dual)",10.219890496363249,18.303177004145592,0.36932120531126594,0.3625563501851769,-32.262635437503704,-10.344348828364813,34.641301162682694,760.4617852570283
"Momentum (12-1, top3, no cash)",10.602626916927772,18.38691306592752,0.3864617444771612,0.37994613496719487,-32.262635437503675,-8.01395319849776,34.641301162682666,816.4910186054867
SPY buy & hold,11.063074360400439,19.25788389508456,0.39123797607796396,0.3873479265421992,-55.18940816640271,-36.79496516377965,32.30778986594927,860.0829367843791
