Date,diff_sum_pp
2009,-0.016421958617673926
2010,-0.0629314266245018
2011,-0.02813702402186813
2012,0.035626284619860726
2013,-0.03316299369220399
2014,-0.00842072303905983
2015,-0.1407196445623482
2016,-0.09137918492841957
2017,1.1102230246251565e-14
2018,-0.050488356438871396
2019,-0.13476897442843416
2020,-0.053944741026146215
2021,-0.04319001013837198
2022,0.2538769853218992
2023,-0.44985253466719444
2024,0.12114024378843125
2025,0.016180658181552676
2026,0.0024947785057793936
