n_sectors,k_stocks,cagr_pct,sharpe
2,3,21.717224550351922,0.7728526353291395
2,5,20.02370708064913,0.7821781510954552
2,8,17.33144577281218,0.7483127634254549
3,3,19.524631731791487,0.7406099814316655
3,5,17.592748019288006,0.737403327673545
3,8,16.18304429828108,0.7492141274512634
4,3,18.92911651004614,0.7727007529426336
4,5,17.65823664038686,0.7814841108839048
4,8,16.00297199366687,0.7757384098736531
