n_holdings,stop_threshold,cagr_pct,sharpe
12,0.06,7.7643552064861066,0.43363933584509046
12,0.09,9.063805496287248,0.5096523466405888
12,0.12,9.318875212307942,0.5127153555163396
18,0.06,7.516850975638811,0.4170769234993588
18,0.09,8.45148220581411,0.4727271374805286
18,0.12,9.236768098280578,0.513557130043856
25,0.06,7.8755333676772565,0.4467413857460672
25,0.09,8.453882232062071,0.4783265516556668
25,0.12,9.434329145060548,0.5335117584919299
